"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1575","should handle search with no results","firefox","Sat Nov 29 09:15:45 UTC 2025","passed","Sat Nov 29 09:15:46 UTC 2025","Search functionality","","",""
"","1371","should not allow sign up with empty name field","firefox","Sat Nov 29 09:15:56 UTC 2025","passed","Sat Nov 29 09:15:57 UTC 2025","User Sign Up","","",""
"","3953","should successfully delete a user account","firefox","Sat Nov 29 09:15:57 UTC 2025","passed","Sat Nov 29 09:16:01 UTC 2025","User Sign Up","","",""
"","1402","should not allow sign up with empty name field","webkit","Sat Nov 29 09:17:07 UTC 2025","passed","Sat Nov 29 09:17:08 UTC 2025","User Sign Up","","",""
"","2857","Verify logout functionality","chromium","Sat Nov 29 09:14:43 UTC 2025","passed","Sat Nov 29 09:14:46 UTC 2025","Verify login functionality","","",""
"","5892","should successfully complete checkout flow with payment","chromium","Sat Nov 29 09:14:31 UTC 2025","passed","Sat Nov 29 09:14:37 UTC 2025","Checkout Flow","","",""
"","3446","should successfully add multiple products to cart","firefox","Sat Nov 29 09:15:10 UTC 2025","passed","Sat Nov 29 09:15:14 UTC 2025","Product and Cart functionality","","",""
"","1073","should not allow sign up with invalid email format","firefox","Sat Nov 29 09:15:55 UTC 2025","passed","Sat Nov 29 09:15:56 UTC 2025","User Sign Up","","",""
"","2274","should handle search with no results","webkit","Sat Nov 29 09:16:51 UTC 2025","passed","Sat Nov 29 09:16:53 UTC 2025","Search functionality","","",""
"","3503","should successfully search for a product by name","webkit","Sat Nov 29 09:16:45 UTC 2025","passed","Sat Nov 29 09:16:49 UTC 2025","Search functionality","","",""
"","2799","should successfully register a new user with complete information","chromium","Sat Nov 29 09:14:52 UTC 2025","passed","Sat Nov 29 09:14:54 UTC 2025","User Sign Up","","",""
"","1723","Verify login with invalid email","chromium","Sat Nov 29 09:14:40 UTC 2025","passed","Sat Nov 29 09:14:42 UTC 2025","Verify login functionality","","",""
"","2951","Verify login with invalid password","webkit","Sat Nov 29 09:16:38 UTC 2025","passed","Sat Nov 29 09:16:41 UTC 2025","Verify login functionality","","",""
"","2123","should display correct quantity when adding same product multiple times","chromium","Sat Nov 29 09:14:29 UTC 2025","passed","Sat Nov 29 09:14:31 UTC 2025","Product and Cart functionality","","",""
"","3568","Verify login with valid credentials","webkit","Sat Nov 29 09:16:31 UTC 2025","passed","Sat Nov 29 09:16:35 UTC 2025","Verify login functionality","","",""
"","1294","should not allow sign up with invalid email format","chromium","Sat Nov 29 09:14:59 UTC 2025","passed","Sat Nov 29 09:15:01 UTC 2025","User Sign Up","","",""
"","4113","should successfully delete a user account","chromium","Sat Nov 29 09:15:02 UTC 2025","passed","Sat Nov 29 09:15:06 UTC 2025","User Sign Up","","",""
"","7521","should successfully complete checkout flow with payment","firefox","Sat Nov 29 09:15:20 UTC 2025","passed","Sat Nov 29 09:15:28 UTC 2025","Checkout Flow","","",""
"","3449","Verify login with invalid email","firefox","Sat Nov 29 09:15:32 UTC 2025","passed","Sat Nov 29 09:15:36 UTC 2025","Verify login functionality","","",""
"","5792","should show error when trying to sign up with existing email","firefox","Sat Nov 29 09:15:49 UTC 2025","passed","Sat Nov 29 09:15:55 UTC 2025","User Sign Up","","",""
"","4354","should successfully register a new user with complete information","webkit","Sat Nov 29 09:16:53 UTC 2025","passed","Sat Nov 29 09:16:58 UTC 2025","User Sign Up","","",""
"","2323","should find specific product when searching","webkit","Sat Nov 29 09:16:49 UTC 2025","passed","Sat Nov 29 09:16:51 UTC 2025","Search functionality","","",""
"","2338","should successfully remove a product from cart","chromium","Sat Nov 29 09:14:27 UTC 2025","passed","Sat Nov 29 09:14:29 UTC 2025","Product and Cart functionality","","",""
"","4913","should show error when trying to sign up with existing email","chromium","Sat Nov 29 09:14:54 UTC 2025","passed","Sat Nov 29 09:14:59 UTC 2025","User Sign Up","","",""
"","5493","should successfully delete a user account","webkit","Sat Nov 29 09:17:08 UTC 2025","passed","Sat Nov 29 09:17:14 UTC 2025","User Sign Up","","",""
"","8204","should successfully add a product to cart","webkit","Sat Nov 29 09:16:03 UTC 2025","passed","Sat Nov 29 09:16:11 UTC 2025","Product and Cart functionality","","",""
"","3808","should successfully remove a product from cart","webkit","Sat Nov 29 09:16:16 UTC 2025","passed","Sat Nov 29 09:16:20 UTC 2025","Product and Cart functionality","","",""
"","2350","Verify login with invalid password","firefox","Sat Nov 29 09:15:36 UTC 2025","passed","Sat Nov 29 09:15:38 UTC 2025","Verify login functionality","","",""
"","4504","Verify logout functionality","webkit","Sat Nov 29 09:16:41 UTC 2025","passed","Sat Nov 29 09:16:45 UTC 2025","Verify login functionality","","",""
"","2303","should successfully add multiple products to cart","chromium","Sat Nov 29 09:14:25 UTC 2025","passed","Sat Nov 29 09:14:27 UTC 2025","Product and Cart functionality","","",""
