"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3264","Verify login with valid credentials","webkit","Fri Nov 28 09:17:40 UTC 2025","passed","Fri Nov 28 09:17:43 UTC 2025","Verify login functionality","","",""
"","2663","Verify login with valid credentials","firefox","Fri Nov 28 09:16:34 UTC 2025","passed","Fri Nov 28 09:16:37 UTC 2025","Verify login functionality","","",""
"","1579","should not allow sign up with invalid email format","webkit","Fri Nov 28 09:18:12 UTC 2025","passed","Fri Nov 28 09:18:13 UTC 2025","User Sign Up","","",""
"","3394","should successfully register a new user with complete information","webkit","Fri Nov 28 09:18:01 UTC 2025","passed","Fri Nov 28 09:18:04 UTC 2025","User Sign Up","","",""
"","4342","should successfully delete a user account","firefox","Fri Nov 28 09:17:01 UTC 2025","passed","Fri Nov 28 09:17:05 UTC 2025","User Sign Up","","",""
"","3252","should successfully delete a user account","chromium","Fri Nov 28 09:16:11 UTC 2025","passed","Fri Nov 28 09:16:14 UTC 2025","User Sign Up","","",""
"","2934","should find specific product when searching","webkit","Fri Nov 28 09:17:55 UTC 2025","passed","Fri Nov 28 09:17:58 UTC 2025","Search functionality","","",""
"","2229","should handle search with no results","webkit","Fri Nov 28 09:17:58 UTC 2025","passed","Fri Nov 28 09:18:01 UTC 2025","Search functionality","","",""
"","1699","should successfully search for a product by name","firefox","Fri Nov 28 09:16:44 UTC 2025","passed","Fri Nov 28 09:16:46 UTC 2025","Search functionality","","",""
"","5260","should show error when trying to sign up with existing email","chromium","Fri Nov 28 09:16:03 UTC 2025","passed","Fri Nov 28 09:16:09 UTC 2025","User Sign Up","","",""
"","2461","should successfully remove a product from cart","chromium","Fri Nov 28 09:15:36 UTC 2025","passed","Fri Nov 28 09:15:38 UTC 2025","Product and Cart functionality","","",""
"","1463","should find specific product when searching","firefox","Fri Nov 28 09:16:46 UTC 2025","passed","Fri Nov 28 09:16:48 UTC 2025","Search functionality","","",""
"","3906","should successfully remove a product from cart","webkit","Fri Nov 28 09:17:23 UTC 2025","passed","Fri Nov 28 09:17:27 UTC 2025","Product and Cart functionality","","",""
"","2477","Verify login with invalid email","webkit","Fri Nov 28 09:17:43 UTC 2025","passed","Fri Nov 28 09:17:45 UTC 2025","Verify login functionality","","",""
"","1957","should display correct quantity when adding same product multiple times","chromium","Fri Nov 28 09:15:38 UTC 2025","passed","Fri Nov 28 09:15:40 UTC 2025","Product and Cart functionality","","",""
"","2542","should display correct quantity when adding same product multiple times","firefox","Fri Nov 28 09:16:24 UTC 2025","passed","Fri Nov 28 09:16:27 UTC 2025","Product and Cart functionality","","",""
"","2397","Verify login with invalid email","firefox","Fri Nov 28 09:16:37 UTC 2025","passed","Fri Nov 28 09:16:39 UTC 2025","Verify login functionality","","",""
"","1071","should not allow sign up with empty name field","chromium","Fri Nov 28 09:16:10 UTC 2025","passed","Fri Nov 28 09:16:11 UTC 2025","User Sign Up","","",""
"","2805","Verify logout functionality","chromium","Fri Nov 28 09:15:54 UTC 2025","passed","Fri Nov 28 09:15:57 UTC 2025","Verify login functionality","","",""
"","2931","should successfully add a product to cart","firefox","Fri Nov 28 09:16:15 UTC 2025","passed","Fri Nov 28 09:16:18 UTC 2025","Product and Cart functionality","","",""
"","1438","should handle search with no results","chromium","Fri Nov 28 09:15:59 UTC 2025","passed","Fri Nov 28 09:16:01 UTC 2025","Search functionality","","",""
"","2156","should successfully add a product to cart","chromium","Fri Nov 28 09:15:30 UTC 2025","passed","Fri Nov 28 09:15:33 UTC 2025","Product and Cart functionality","","",""
"","4897","should successfully delete a user account","webkit","Fri Nov 28 09:18:15 UTC 2025","passed","Fri Nov 28 09:18:20 UTC 2025","User Sign Up","","",""
