"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2390","should successfully add multiple products to cart","chromium","Sun Nov 30 09:13:45 UTC 2025","passed","Sun Nov 30 09:13:47 UTC 2025","Product and Cart functionality","","",""
"","1826","should successfully add a product to cart","chromium","Sun Nov 30 09:13:42 UTC 2025","passed","Sun Nov 30 09:13:44 UTC 2025","Product and Cart functionality","","",""
"","2730","should successfully register a new user with complete information","chromium","Sun Nov 30 09:14:09 UTC 2025","passed","Sun Nov 30 09:14:12 UTC 2025","User Sign Up","","",""
"","2470","Verify login with valid credentials","firefox","Sun Nov 30 09:14:45 UTC 2025","passed","Sun Nov 30 09:14:47 UTC 2025","Verify login functionality","","",""
"","2019","should successfully remove a product from cart","chromium","Sun Nov 30 09:13:47 UTC 2025","passed","Sun Nov 30 09:13:49 UTC 2025","Product and Cart functionality","","",""
"","1214","should not allow sign up with empty name field","chromium","Sun Nov 30 09:14:19 UTC 2025","passed","Sun Nov 30 09:14:20 UTC 2025","User Sign Up","","",""
"","1558","should successfully search for a product by name","firefox","Sun Nov 30 09:14:54 UTC 2025","passed","Sun Nov 30 09:14:56 UTC 2025","Search functionality","","",""
"","1244","should not allow sign up with invalid email format","firefox","Sun Nov 30 09:15:08 UTC 2025","passed","Sun Nov 30 09:15:10 UTC 2025","User Sign Up","","",""
"","1493","should not allow sign up with invalid email format","webkit","Sun Nov 30 09:16:14 UTC 2025","passed","Sun Nov 30 09:16:15 UTC 2025","User Sign Up","","",""
"","1506","should not allow sign up with empty name field","webkit","Sun Nov 30 09:16:15 UTC 2025","passed","Sun Nov 30 09:16:17 UTC 2025","User Sign Up","","",""
"","3079","should successfully register a new user with complete information","firefox","Sun Nov 30 09:14:59 UTC 2025","passed","Sun Nov 30 09:15:02 UTC 2025","User Sign Up","","",""
"","1688","should display correct quantity when adding same product multiple times","chromium","Sun Nov 30 09:13:49 UTC 2025","passed","Sun Nov 30 09:13:51 UTC 2025","Product and Cart functionality","","",""
"","2392","should handle search with no results","webkit","Sun Nov 30 09:16:00 UTC 2025","passed","Sun Nov 30 09:16:02 UTC 2025","Search functionality","","",""
"","2992","should successfully add a product to cart","firefox","Sun Nov 30 09:14:24 UTC 2025","passed","Sun Nov 30 09:14:27 UTC 2025","Product and Cart functionality","","",""
"","7884","should show error when trying to sign up with existing email","webkit","Sun Nov 30 09:16:06 UTC 2025","passed","Sun Nov 30 09:16:14 UTC 2025","User Sign Up","","",""
"","1974","Verify login with invalid email","firefox","Sun Nov 30 09:14:47 UTC 2025","passed","Sun Nov 30 09:14:49 UTC 2025","Verify login functionality","","",""
"","4306","should successfully add multiple products to cart","webkit","Sun Nov 30 09:15:24 UTC 2025","passed","Sun Nov 30 09:15:28 UTC 2025","Product and Cart functionality","","",""
"","2843","should successfully add multiple products to cart","firefox","Sun Nov 30 09:14:27 UTC 2025","passed","Sun Nov 30 09:14:30 UTC 2025","Product and Cart functionality","","",""
"","1900","Verify login with invalid password","chromium","Sun Nov 30 09:14:01 UTC 2025","passed","Sun Nov 30 09:14:03 UTC 2025","Verify login functionality","","",""
"","1412","should handle search with no results","firefox","Sun Nov 30 09:14:57 UTC 2025","passed","Sun Nov 30 09:14:59 UTC 2025","Search functionality","","",""
"","3748","Verify logout functionality","webkit","Sun Nov 30 09:15:51 UTC 2025","passed","Sun Nov 30 09:15:55 UTC 2025","Verify login functionality","","",""
"","2320","Verify login with valid credentials","chromium","Sun Nov 30 09:13:57 UTC 2025","passed","Sun Nov 30 09:13:59 UTC 2025","Verify login functionality","","",""
"","5733","should successfully complete checkout flow with payment","chromium","Sun Nov 30 09:13:51 UTC 2025","passed","Sun Nov 30 09:13:57 UTC 2025","Checkout Flow","","",""
"","3521","should successfully remove a product from cart","firefox","Sun Nov 30 09:14:30 UTC 2025","passed","Sun Nov 30 09:14:34 UTC 2025","Product and Cart functionality","","",""
"","3012","Verify logout functionality","firefox","Sun Nov 30 09:14:51 UTC 2025","passed","Sun Nov 30 09:14:54 UTC 2025","Verify login functionality","","",""
"","1653","Verify login with invalid email","chromium","Sun Nov 30 09:13:59 UTC 2025","passed","Sun Nov 30 09:14:01 UTC 2025","Verify login functionality","","",""
"","3151","should successfully delete a user account","chromium","Sun Nov 30 09:14:20 UTC 2025","passed","Sun Nov 30 09:14:23 UTC 2025","User Sign Up","","",""
"","1955","Verify login with invalid password","firefox","Sun Nov 30 09:14:49 UTC 2025","passed","Sun Nov 30 09:14:51 UTC 2025","Verify login functionality","","",""
"","3383","should display correct quantity when adding same product multiple times","webkit","Sun Nov 30 09:15:32 UTC 2025","passed","Sun Nov 30 09:15:36 UTC 2025","Product and Cart functionality","","",""
"","1218","should not allow sign up with empty name field","firefox","Sun Nov 30 09:15:10 UTC 2025","passed","Sun Nov 30 09:15:11 UTC 2025","User Sign Up","","",""
