"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4844","should show error when trying to sign up with existing email","chromium","Thu Nov 27 10:31:11 UTC 2025","passed","Thu Nov 27 10:31:16 UTC 2025","User Sign Up","","",""
"","2974","should successfully delete a user account","chromium","Thu Nov 27 10:31:18 UTC 2025","passed","Thu Nov 27 10:31:21 UTC 2025","User Sign Up","","",""
"","2066","Verify login with invalid email","firefox","Thu Nov 27 10:31:44 UTC 2025","passed","Thu Nov 27 10:31:46 UTC 2025","Verify login functionality","","",""
"","2098","should successfully add a product to cart","chromium","Thu Nov 27 10:30:42 UTC 2025","passed","Thu Nov 27 10:30:44 UTC 2025","Product and Cart functionality","","",""
"","2427","should successfully register a new user with complete information","chromium","Thu Nov 27 10:31:09 UTC 2025","passed","Thu Nov 27 10:31:11 UTC 2025","User Sign Up","","",""
"","2230","should successfully add multiple products to cart","chromium","Thu Nov 27 10:30:44 UTC 2025","passed","Thu Nov 27 10:30:46 UTC 2025","Product and Cart functionality","","",""
"","1120","should find specific product when searching","chromium","Thu Nov 27 10:31:07 UTC 2025","passed","Thu Nov 27 10:31:08 UTC 2025","Search functionality","","",""
"","1921","should handle search with no results","webkit","Thu Nov 27 10:33:01 UTC 2025","passed","Thu Nov 27 10:33:03 UTC 2025","Search functionality","","",""
"","1700","Verify login with invalid email","chromium","Thu Nov 27 10:30:59 UTC 2025","passed","Thu Nov 27 10:31:01 UTC 2025","Verify login functionality","","",""
"","1600","should handle search with no results","firefox","Thu Nov 27 10:31:55 UTC 2025","passed","Thu Nov 27 10:31:57 UTC 2025","Search functionality","","",""
"","3277","should successfully remove a product from cart","firefox","Thu Nov 27 10:31:28 UTC 2025","passed","Thu Nov 27 10:31:32 UTC 2025","Product and Cart functionality","","",""
"","1253","should handle search with no results","chromium","Thu Nov 27 10:31:08 UTC 2025","passed","Thu Nov 27 10:31:09 UTC 2025","Search functionality","","",""
"","2447","should display correct quantity when adding same product multiple times","firefox","Thu Nov 27 10:31:32 UTC 2025","passed","Thu Nov 27 10:31:34 UTC 2025","Product and Cart functionality","","",""
"","1722","Verify login with invalid password","chromium","Thu Nov 27 10:31:01 UTC 2025","passed","Thu Nov 27 10:31:02 UTC 2025","Verify login functionality","","",""
"","2729","Verify login with invalid password","webkit","Thu Nov 27 10:32:49 UTC 2025","passed","Thu Nov 27 10:32:52 UTC 2025","Verify login functionality","","",""
"","7844","should show error when trying to sign up with existing email","webkit","Thu Nov 27 10:33:08 UTC 2025","passed","Thu Nov 27 10:33:15 UTC 2025","User Sign Up","","",""
"","2094","Verify login with valid credentials","chromium","Thu Nov 27 10:30:57 UTC 2025","passed","Thu Nov 27 10:30:59 UTC 2025","Verify login functionality","","",""
"","4656","Verify login with valid credentials","webkit","Thu Nov 27 10:32:42 UTC 2025","passed","Thu Nov 27 10:32:47 UTC 2025","Verify login functionality","","",""
"","2063","should display correct quantity when adding same product multiple times","chromium","Thu Nov 27 10:30:49 UTC 2025","passed","Thu Nov 27 10:30:51 UTC 2025","Product and Cart functionality","","",""
"","6183","should successfully complete checkout flow with payment","chromium","Thu Nov 27 10:30:51 UTC 2025","passed","Thu Nov 27 10:30:57 UTC 2025","Checkout Flow","","",""
"","8167","should successfully complete checkout flow with payment","webkit","Thu Nov 27 10:32:34 UTC 2025","passed","Thu Nov 27 10:32:42 UTC 2025","Checkout Flow","","",""
"","1262","should not allow sign up with empty name field","firefox","Thu Nov 27 10:32:07 UTC 2025","passed","Thu Nov 27 10:32:09 UTC 2025","User Sign Up","","",""
"","4728","should successfully register a new user with complete information","webkit","Thu Nov 27 10:33:03 UTC 2025","passed","Thu Nov 27 10:33:08 UTC 2025","User Sign Up","","",""
"","3072","Verify logout functionality","firefox","Thu Nov 27 10:31:48 UTC 2025","passed","Thu Nov 27 10:31:51 UTC 2025","Verify login functionality","","",""
"","4129","Verify logout functionality","webkit","Thu Nov 27 10:32:52 UTC 2025","passed","Thu Nov 27 10:32:56 UTC 2025","Verify login functionality","","",""
"","1039","should not allow sign up with invalid email format","chromium","Thu Nov 27 10:31:16 UTC 2025","passed","Thu Nov 27 10:31:17 UTC 2025","User Sign Up","","",""
"","1033","should not allow sign up with empty name field","chromium","Thu Nov 27 10:31:17 UTC 2025","passed","Thu Nov 27 10:31:18 UTC 2025","User Sign Up","","",""
"","1953","should successfully search for a product by name","firefox","Thu Nov 27 10:31:51 UTC 2025","passed","Thu Nov 27 10:31:53 UTC 2025","Search functionality","","",""
"","2173","should successfully search for a product by name","webkit","Thu Nov 27 10:32:56 UTC 2025","passed","Thu Nov 27 10:32:58 UTC 2025","Search functionality","","",""
"","2567","Verify login with valid credentials","firefox","Thu Nov 27 10:31:42 UTC 2025","passed","Thu Nov 27 10:31:44 UTC 2025","Verify login functionality","","",""
